key,description,weight,predicted_weight,absolute_error,weighed_absolute_error,url,reasoning
2ahgvr,salade grecque,315.0,250,65.0,2.2462973121228744,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/c476a6d0-acb2-45fd-b168-84822bc98003,"The Greek salad is visible in a rectangular plastic container. It consists of diced vegetables (cucumbers, tomatoes, bell peppers), olives, onion slices, and small pieces of feta cheese, all mixed with a dressing. The container appears to be about half full. Considering the density of the ingredients and the volume occupied, I estimate the weight of the salad to be approximately 250 grams."
2ahgvr,asperges,177.0,240,63.0,1.223368074602304,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/b24759a6-90ea-4f9e-a1ad-d52af234de62,"The asparagus spears are clearly visible in the image, with approximately 9 pieces present. These appear to be white asparagus, which are typically denser and heavier than green asparagus. Each spear seems to be of medium size, and based on their appearance, I estimate each spear to weigh around 25-30 grams. Multiplying this by 9 spears gives an estimated total weight of approximately 240 grams."
ppf8hc,pates,257.0,200,57.0,1.6071311025781678,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/bf22a1b3-a8b6-4823-a44b-0893c3097763,"The pasta (penne) is the base of the dish and occupies the majority of the plate. It is visible beneath the meatballs, sauce, and cheese. Considering the volume of pasta and its density, I estimate the portion to be approximately 200 grams of cooked pasta."
ppf8hc,yogourt moka,180.0,125,55.0,1.086121777290181,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/23f4f81e-7390-4022-bb0f-d99b4083e270,"The yogurt is contained in a small plastic cup, which appears to be filled close to the brim. Based on the typical size of such yogurt containers, the volume is likely around 125 ml. Considering the density of yogurt, which is approximately 1 g/ml, the estimated weight of the yogurt is 125 grams."
wrah5h,fraises,80.0,135,55.0,0.4827207899067471,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/a92ea4e8-63d4-40a4-86b7-b9274976c627,"The strawberries (fraises) are located on the top right of the plate. There are five strawberries visible, and they are medium to large in size. Considering their density and size, each strawberry is estimated to weigh approximately 25–30 grams. Multiplying by five, the total estimated weight of the strawberries is approximately 135 grams."
r3bub9,millet,172.0,120,52.0,0.9812397147558969,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/b369607e-9223-4aaa-9284-c4e199028ffd,"The millet is located in the bottom left corner of the plate. It appears to be a cooked portion, forming a compact pile. Based on its volume and density, the millet portion seems to be approximately 1/2 to 2/3 of a cup. Cooked millet is relatively light, with an estimated weight of around 120 grams for this portion."
p8a2w5,salade tomate mozzarella concombres,69.0,120,51.0,0.38606692265496434,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a80cc37c-4f30-4827-84cd-91a2f89042c2,"The salade tomate mozzarella concombres is located on the left side of the plate. It consists of visible slices of tomato, cucumber, mozzarella, and some onion. The portion appears to be small, with approximately 3 slices of tomato, 3 slices of cucumber, and a few pieces of mozzarella. Considering the density of these ingredients, I estimate the total weight of the salad to be around 120 grams."
wrah5h,sauce tomate,100.0,50,50.0,0.5485463521667581,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/115dbd14-27ca-4200-a232-fa9f3eb9bad7,"The sauce tomate is visible on the right side of the container, mixed with the pâtes and partially covered by the parmesan râpé. The sauce appears to coat the pasta lightly, with some pooling in certain areas. Based on the visible coverage and the typical density of tomato sauce, I estimate the weight of the sauce to be approximately 50 grams."
p8a2w5,spaghetti,247.0,200,47.0,1.273614920460779,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/b95a014a-7d17-4694-b3e5-94c939a27c24,"The spaghetti is the main component of the dish, filling most of the bowl. The strands are visible under the tomato sauce and cheese, and the portion appears to be a medium to large serving. Considering the bowl's size and the volume of spaghetti visible, I estimate the weight of the cooked spaghetti to be approximately 200 grams."
ppf8hc,fraises,62.0,108,46.0,0.3128908392759188,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/fed2ec81-08ac-4ddd-af67-3b044ca536f7,"The strawberries are located on the left side of the image. There are six strawberries visible, and they appear to be medium-sized. Considering their density and typical weight of approximately 18g per medium strawberry, the total estimated weight is 108g."
p96w4a,ratatouille,196.0,150,46.0,0.9891387822270982,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/e8191111-7552-4e0d-b825-6c302f46e18e,"The ratatouille is located on the right side of the plate. It appears to be a mix of cooked vegetables, including zucchini, eggplant, and tomatoes, in a sauce. The portion is spread out but not piled high, suggesting a moderate serving. Based on the visible volume and density of the dish, I estimate the weight of the ratatouille to be approximately 150 grams."
p8a2w5,banane,165.0,120,45.0,0.8145913329676358,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/07e06a53-9541-4c97-af61-a82a3c6b9edb,"The banana is clearly visible on the wooden surface. It appears to be of medium size, with a typical curvature and intact peel. Based on its visual size and shape, it is likely to weigh around 120 grams, including the peel."
ppf8hc,frites,46.0,90,44.0,0.2220515633571037,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/fa24ac3d-41bd-47e9-899a-26fab1d92362,"The fries are located on the left side of the plate. They appear to be a small portion, with the fries spread out but not piled high. Based on their size and density, I estimate there are approximately 25-30 fries, with each fry weighing around 3-4 grams. Adjusting for the visible portion and gaps between the fries, the total estimated weight is 90 grams."
wrah5h,semoule de blé dur à la vanille,242.0,200,42.0,1.1150850246845858,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/0cce400a-ac34-4562-a2f8-23658832e62e,"The semoule de blé dur à la vanille is visible in a metal bowl, filling it to a medium level. The texture appears smooth and dense, typical of semolina pudding. Based on the bowl's size and the volume of the semolina, I estimate the weight to be approximately 200 grams, considering the density of cooked semolina."
wrah5h,tranche pizza légumes,82.0,120,38.0,0.34185408667032363,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/a7f54de1-9b6e-4edf-8f1f-0df19f00ceb0,"The 'tranche pizza légumes' is the slice of pizza on the left side of the plate. It is topped with visible vegetables such as red and yellow bell peppers, mushrooms, and onions. The slice appears to be of medium thickness with a thin crust. Based on its size and the density of the toppings, I estimate the weight of this slice to be approximately 120 grams."
wrah5h,porridge,163.0,200,37.0,0.6616566099835436,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/2e7b02f3-969a-4269-bf8a-ee2710c121bc,"The porridge occupies the majority of the bowl, forming the base for the other ingredients. It appears to be a cooked oatmeal mixture, which is dense and compact. Based on the visible portion and the size of the bowl, the porridge likely weighs around 200 grams, as it fills a significant portion of the bowl and is a dense food."
m4egh2,panais,13.0,50,37.0,0.05277015907844213,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/c31013e3-9c81-4ba6-b85b-e3c45b062457,"The panais (parsnips) are visible as light beige, irregularly shaped pieces mixed with the other vegetables on the plate. They appear to be roasted and cut into medium-sized chunks. Based on their size and distribution, they make up a smaller proportion of the total dish compared to the potatoes and carrots. Considering the density of roasted parsnips and their volume in the dish, I estimate their weight to be approximately 50 grams."
ppf8hc,gruyère,45.0,10,35.0,0.1727921009325288,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/7c7d7932-0ffe-47e1-83e9-2289044511e5,"The gruyère is visible as small grated pieces scattered over the spaghetti. The amount appears to be light, with a thin layer of cheese distributed across the dish. Based on the visible coverage and typical density of grated cheese, I estimate the weight of the gruyère to be approximately 10 grams."
p8a2w5,riz,116.0,150,34.0,0.43269336258913876,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4f96d4f3-ccf5-48a1-bc78-4d09451b3545,"The rice is located on the upper left portion of the plate, forming a mound beneath the ratatouille. It appears to be a serving of cooked white rice, with a moderate portion size. Based on the visible volume and typical density of cooked rice, I estimate the weight to be approximately 150 grams."
p96w4a,pomme,117.0,150,33.0,0.4235874931431706,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/83d25084-296e-403f-a771-91e0278a41fa,"The apple is clearly visible in the image, with no other food items present. It appears to be a medium-sized apple with a smooth surface and a stem. Based on its size relative to the table and its typical density, I estimate the weight of this apple to be approximately 150 grams."
m4egh2,espresso,63.0,30,33.0,0.228085573230938,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/4778cfd4-24c2-4cdd-8325-055f0daf1a8f,"The espresso is served in a small glass cup, which is typical for a single shot of espresso. The liquid level appears to be consistent with a standard single shot, which is approximately 30 ml. Given the density of espresso (close to 1 g/ml), the estimated weight of the espresso is 30 grams."
ppf8hc,galette au sarrasin,50.0,80,30.0,0.16456390565002743,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/e006559d-62c1-44d4-8a5c-ba881c44c149,"The galette au sarrasin is the folded buckwheat crepe visible on the plate. It appears to be a standard-sized galette, folded into a square shape, with visible fillings such as cheese, ham, and an egg on top. Buckwheat galettes are typically thin but dense due to the buckwheat flour. Based on its size and thickness, I estimate the weight of the galette itself (excluding the fillings) to be approximately 80 grams."
p96w4a,pain au levain,31.0,60,29.0,0.0986286341195831,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/63a64bc4-9bb2-4fc0-8877-127165cd163b,"The pain au levain is a single slice of sourdough bread visible on the plate. It appears to be a quarter of a standard round loaf, with a medium thickness. Based on the size and density of sourdough bread, I estimate the weight of this slice to be approximately 60 grams."
p96w4a,poulet,33.0,60,27.0,0.0977509599561163,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/7f4eeb93-0192-4be4-a9fe-ae6803bb1441,"The chicken pieces are located on the upper left section of the plate, next to the sauce. They appear to be small, bite-sized chunks, and there are approximately 8-10 pieces visible. Considering the size and density of the chicken, I estimate the total weight to be around 60 grams."
m4egh2,pain,107.0,80,27.0,0.3169500822819528,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/1f732396-f9f9-451f-bb51-ade259131e78,"The 'pain' (bread) is represented by four slices of bread on the plate. Each slice is medium-sized and appears to be a whole-grain or similar type of bread. Considering the thickness and size of the slices, I estimate each slice to weigh approximately 20 grams. With four slices present, the total estimated weight of the bread is 80 grams."
m4egh2,concombre,28.0,55,27.0,0.08294020844761382,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/7ff5fe61-b9cd-45c6-8df8-44a690a86b0c,"The cucumber slices are located at the bottom of the plate, beneath the shrimp skewer. There are approximately 5 slices of cucumber visible, each of medium thickness. Cucumber is a low-density food, and each slice is estimated to weigh around 10-12 grams. Based on the number of slices and their size, the total estimated weight of the cucumber is 55 grams."
xjvrtk,cidre,500.0,473,27.0,1.4810751508502469,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/62c48fc7-a443-4018-9e30-62ecd36ead23,"The glass of cider is filled close to the top, and the glass appears to be a standard pint glass. A typical pint glass holds approximately 473 ml of liquid. Since cider has a density close to water (1 g/ml), the weight of the cider is approximately equal to its volume in milliliters. Therefore, the estimated weight of the cider is 473 grams."
m4egh2,asperges,145.0,120,25.0,0.3976961053208996,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/1381e1a0-c925-4eac-92f2-59d1223c728c,"The asparagus spears are clearly visible on the right side of the bowl, with some partially covered by quinoa. There appear to be approximately 6-8 medium-sized spears. Considering their typical density and size, I estimate the total weight of the asparagus to be around 120 grams."
xjvrtk,galettes millet haricots noirs maïs,175.0,200,25.0,0.4799780581459133,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/d15f25db-272a-4f8a-a0ae-225438cf4b70,"The galettes made of millet, black beans, and corn are located at the top of the plate. They are formed into small, compact pieces, and there appear to be about 4-5 pieces in total. Considering their density and the ingredients (millet, beans, and corn), they are likely heavier than they appear. Each piece seems to weigh approximately 40-50 grams. Estimating the total weight of all the galettes together, the total weight is approximately 200 grams."
6fwmw2,poulet au curry,175.0,200,25.0,0.4799780581459133,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/8e63ef08-4795-4e32-8b02-a42e3532d29d,"The 'poulet au curry' is located in the right compartment of the container. It consists of chicken pieces coated in a curry sauce. Based on the visible portion, there appear to be approximately 6-8 medium-sized chicken pieces, each likely weighing around 20-25 grams, and the sauce adds additional weight. Considering the density of the chicken and the volume of the sauce, the total estimated weight of the 'poulet au curry' is approximately 200 grams."
r3bub9,myrtilles,105.0,80,25.0,0.287986834887548,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/603ab0c1-fb02-43f7-be06-38103f12b019,"The blueberries (myrtilles) are spread out on a square plate. Based on their size and density, there appear to be approximately 50–60 individual berries. Blueberries typically weigh around 1–2 grams each. Considering their compact arrangement and adjusting for gaps, the total estimated weight is approximately 80 grams."
6fwmw2,salade de carotte,58.0,80,22.0,0.13998902907295666,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1a96e805-fc15-4295-90a7-73a41fcb683f,"The salade de carotte is located in the top right corner of the plate. It appears to be a pile of finely grated carrots, with no visible dressing or additional ingredients. Based on the volume and density of the grated carrots, I estimate the weight to be approximately 80 grams."
xjvrtk,thon,100.0,80,20.0,0.21941854086670323,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/611431d0-f119-4ef8-ad73-bb27c5075c3c,"The tuna is visible as small chunks distributed throughout the couscous salad. It appears to be canned tuna, which is typically dense and compact. Based on the size of the container and the proportion of tuna relative to the other ingredients, I estimate that the tuna makes up about 20% of the total volume. Considering the density of tuna and the visible amount, the estimated weight of the tuna is approximately 80 grams."
r3bub9,yogourt,170.0,150,20.0,0.3730115194733955,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/9a6a9628-f47f-435f-9083-6d0c012ea027,"The yogurt is the white base visible in the glass, making up the majority of the volume. It appears to fill about two-thirds of the glass, with the jam layered on top. Considering the density of yogurt and the size of the glass, I estimate the yogurt portion to weigh approximately 150 grams."
ppf8hc,poissons panés,140.0,120,20.0,0.30718595721338454,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/5dfa5302-a2e6-4c74-94fd-8e014ec012bc,"The poissons panés (breaded fish) are located on the bottom right of the plate. There are three rectangular pieces, each of similar size. Breaded fish fillets are typically light due to their breading and the fish inside. Based on their size and thickness, I estimate each piece to weigh approximately 40 grams. With three pieces, the total estimated weight is 120 grams."
xjvrtk,boulgour,170.0,150,20.0,0.3730115194733955,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/d8aaea52-09df-4596-892c-0d03f5b6b9cd,"The boulgour is located in the bottom left section of the container. It appears to occupy approximately one-third of the container's volume. Considering the density of cooked boulgour, which is relatively light but compact, and the visible portion size, I estimate the weight to be around 150 grams."
m4egh2,sauce coktail,10.0,30,20.0,0.021941854086670324,https://www.myfoodrepo.org/api/v1/subjects/m4egh2/dish_media/7ff5fe61-b9cd-45c6-8df8-44a690a86b0c,"The sauce cocktail is visible on the plate as a small portion of orange-colored sauce placed to the right of the plate. It appears to be a dollop, roughly equivalent to about 2 tablespoons. Considering the density of the sauce, which is typically thick, I estimate the weight to be approximately 30 grams."
r3bub9,salade verte,21.0,40,19.0,0.0437739989029073,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/d936efff-6fc8-4d66-8681-db5d7fd4f9c4,"The salade verte is located at the bottom right of the plate. It consists of lettuce leaves with a light dressing. The portion appears moderate, covering a small section of the plate. Lettuce is low in density, and the visible portion suggests a weight of approximately 40 grams."
ppf8hc,gâche,62.0,80,18.0,0.1224355458036204,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/f697ce48-4742-4e58-a44b-67e563c6653a,"The gâche is visible as two slices of bread in the image. Each slice appears to be of medium thickness and size, typical of a loaf of gâche. Considering the density of gâche, which is slightly denser than regular bread but still relatively light, and estimating the size of each slice, I estimate the weight of each slice to be approximately 40 grams. With two slices present, the total estimated weight is 80 grams."
2ahgvr,sauce à salade maison,36.0,20,16.0,0.06319253976961053,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/c476a6d0-acb2-45fd-b168-84822bc98003,"The homemade salad dressing is mixed throughout the Greek salad, coating the vegetables and other ingredients. Based on the visible amount of dressing clinging to the salad and pooling slightly at the bottom of the container, I estimate the dressing's weight to be approximately 20 grams. This accounts for its liquid nature and the fact that it is not overly abundant."
xjvrtk,graines de lin,10.0,25,15.0,0.016456390565002744,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/ce668b40-a61f-4ac1-abfd-a150071ddd76,"The flaxseeds (graines de lin) are sprinkled over the salad and are clearly visible as small brown seeds. They appear to be evenly distributed across the surface of the tomatoes. Based on the density and spread, the amount of flaxseeds seems to be approximately 2–3 tablespoons. Considering that 1 tablespoon of flaxseeds weighs around 10 grams, the total estimated weight is 25 grams."
p8a2w5,tranches de porc,66.0,80,14.0,0.1013713658804169,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/a78123a9-a71d-44cc-a512-4b8f9c048b9b,"The tranches de porc are visible inside the sandwich, layered between the bread. Based on the visible portion, there appear to be approximately 3-4 slices of pork, each moderately thick. Considering the density of cooked pork and the size of the slices, I estimate the total weight of the pork slices to be around 80 grams."
r3bub9,nutella,28.0,40,12.0,0.03686231486560614,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/52420337-2b62-4393-bcc2-056c9371c35e,"The Nutella is located on the right side of the plate, forming a small mound. Based on its volume and density, it appears to be approximately 2–3 tablespoons of Nutella. Considering that one tablespoon of Nutella weighs about 15 grams, the total estimated weight is around 40 grams."
wrah5h,brocolis à la vapeur,101.0,90,11.0,0.12188699945145365,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/ce120f4a-1a53-4927-a9d6-931d184144e7,"The steamed broccoli is located on the left side of the plate. There are three medium-sized broccoli florets visible. Broccoli is a low-density vegetable, and steamed broccoli retains some water, making it slightly heavier than raw broccoli. Based on the size and density of the florets, I estimate the total weight to be approximately 90 grams."
p96w4a,rondelle de citron,17.0,6,11.0,0.02051563357103675,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/b948411c-820d-4c9e-b53f-b3c44d2249dd,"The specified food item is a single slice of lemon floating in a glass of water. Based on its size and thickness, it appears to be a standard lemon slice. Lemon slices are typically thin and light, with an average weight of around 5-7 grams. Considering the visible thickness and size, I estimate the weight of this lemon slice to be approximately 6 grams."
wrah5h,gruyère râpé,10.0,20,10.0,0.010970927043335162,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/19a2e7b0-7aad-44c5-b52a-d67294d4ef49,"The gruyère râpé (shredded cheese) is located at the bottom of the wrap. It appears to be a small pile of finely shredded cheese, covering a limited area of the wrap. Based on the volume and density of shredded cheese, I estimate the weight to be approximately 20 grams."
p96w4a,sauce,60.0,50,10.0,0.06582556226001098,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/828972fc-fa12-4270-a960-fc59367fc91e,"The sauce is visible as a liquid covering the purée de pdt, viande ragoût, and carottes on the plate. It appears to be a thin layer spread across the dish, pooling slightly at the edges of the plate. Based on the visible quantity and the typical density of such a sauce, I estimate the weight to be approximately 50 grams."
p8a2w5,oeuf,50.0,60,10.0,0.05485463521667581,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/0f6c4be6-ad6e-4b20-a97e-9e718e2fcef0,"The egg is a fried egg with a visible yolk and white. The yolk is intact, and the white is spread out around it. Based on the size and appearance, it seems to be a standard medium-sized egg. Considering the density and typical weight of a fried egg, I estimate the total weight to be approximately 60 grams."
xjvrtk,pain,20.0,30,10.0,0.021941854086670324,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/61ebe6bc-81ec-49a8-a527-a302dcdfcdd3,"The bread (pain) is visible as a small piece of a baguette or similar type, held in the hand. It appears to be about 6–7 cm in length and is cut from a larger loaf. Based on its size and density, I estimate the weight of this piece of bread to be approximately 30 grams."
8japfq,yaourt nature,140.0,150,10.0,0.15359297860669227,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/c79855ed-5948-4858-9b6d-264b75558907,"The yaourt nature is located in the white square dish on the left. The dish appears to be filled to about 80% of its capacity. Based on the size of the dish and the volume of the yogurt, I estimate the weight to be approximately 150 grams, as yogurt is dense and typically weighs close to 1g per ml."
p96w4a,yogourt noisettes,190.0,200,10.0,0.20844761382336807,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/aafc8508-0ca0-4b06-bec7-fac639d813d6,"The yogurt is the base of the dish, filling most of the bowl beneath the peach pieces. The bowl appears to be medium-sized and is filled to about 70-80% capacity with yogurt. Considering the density of yogurt and the visible volume, I estimate the weight of the yogurt to be approximately 200 grams."
8japfq,hydromel,40.0,30,10.0,0.04388370817334065,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/3ff040c9-0d14-4829-b8df-e567859c234d,"The hydromel is contained in a small shot glass, which appears to be filled to the brim. A standard shot glass typically holds about 30 ml of liquid. Since hydromel is a liquid with a density close to water (1 g/ml), the weight of the hydromel is approximately equal to its volume in milliliters. Therefore, the estimated weight of the hydromel is 30 grams."
8japfq,pomme,151.0,160,9.0,0.14909489851892485,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/8e36de78-7564-4fa9-ad72-9b970af50b78,"The apple is held in a hand, providing a clear size reference. It appears to be a medium-sized apple with a typical round shape. Based on its visual size and density, a medium apple generally weighs around 150-180 grams. Considering the visible dimensions, I estimate the weight to be approximately 160 grams."
p96w4a,salade verte,21.0,30,9.0,0.020735052111903456,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/7004d086-abf6-4e9f-a945-0d22f3a60a84,"The salade verte (green salad) is visible as the base layer in the bowl, with other ingredients like tomatoes, radishes, and onions placed on top. The lettuce leaves are not densely packed and appear to cover the bottom of the bowl. Considering the volume and the low density of lettuce, I estimate the weight of the salade verte to be approximately 30 grams."
p8a2w5,salade,49.0,40,9.0,0.04838178826110806,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/c9125670-8a67-4884-9958-ce18c6ccbe72,"The salad is located on the left side of the plate and consists of several large leaves of lettuce. The leaves are loosely arranged, and lettuce is a low-density food. Based on the volume and typical weight of lettuce leaves, I estimate the total weight of the salad to be approximately 40 grams."
r3bub9,fromage,38.0,30,8.0,0.03335161821173889,https://www.myfoodrepo.org/api/v1/subjects/r3bub9/dish_media/b1cddb5b-7db0-4fb4-9340-d84cd4187243,"The fromage (cheese) is visible on the right slice of bread, cut into thin rectangular strips. There are approximately 6 strips of cheese, each of moderate thickness and length. Based on the size and density of the cheese, I estimate the total weight of the cheese to be around 30 grams."
ppf8hc,pâte à tartiner au chocolat,22.0,30,8.0,0.019308831596269886,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/f697ce48-4742-4e58-a44b-67e563c6653a,"The chocolate spread is visible on two slices of gâche bread. The spread is applied evenly but not excessively thick on both slices. Considering the surface area of the bread slices and the thin layer of spread, I estimate the total weight of the chocolate spread to be approximately 15 grams per slice. For both slices combined, the total estimated weight is 30 grams."
p96w4a,tomate séchée,12.0,20,8.0,0.010532089961601755,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/82f0bd88-ab57-46d8-83c6-99d636a8a3d4,"The sun-dried tomatoes (tomate séchée) are visible inside the piadina, mixed with other ingredients. Based on the size of the piadina and the typical use of sun-dried tomatoes as a garnish or flavor enhancer, the quantity appears to be small. I estimate there are about 3-4 pieces of sun-dried tomatoes, each weighing approximately 5-7 grams. This results in a total estimated weight of 20 grams."
